id,Sentence,Aspect Term,polarity,from,to
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi places,positive,122,134
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,quality,positive,44,51
765,Sushi wasn't anything spectacular for the price.,Sushi,neutral,0,5
765,Sushi wasn't anything spectacular for the price.,price,negative,42,47
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",management,positive,21,31
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,11,15
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,81,96
1054,"But they don't have a toaster, which is strange.",toaster,negative,22,29
1040,"So, for good food i'd recommend it, but not for a fun night out.",food,positive,13,17
2278,The menu choices are similar but the taste lacked more flavor than it looked.,taste,negative,37,42
2278,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,4,16
2278,The menu choices are similar but the taste lacked more flavor than it looked.,flavor,negative,55,61
1324,A must for all the Dosa lovers.,Dosa,positive,19,23
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive,4,12
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,91,100
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral,105,111
3059,The appetizers are just OK and the main courses were decidedly subpar.,appetizers,neutral,4,14
3059,The appetizers are just OK and the main courses were decidedly subpar.,main courses,negative,35,47
2365,Someone else recommended the dessert - we also left that.,dessert,negative,29,36
264,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,positive,4,15
3525,The staff is very attentive and we can almost always get a table.,staff,positive,4,9
3525,The staff is very attentive and we can almost always get a table.,table,positive,59,64
731,"Try the mediterranean salad, it is a true experience for your taste buds!!",mediterranean salad,positive,8,27
1564,People are always friendly.,People,positive,0,6
1069,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,positive,4,17
1069,The cream cheeses are out of this world and I love that coffee!!,coffee,positive,56,62
3118,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",entrees,positive,9,16
3118,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,positive,24,29
3118,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,positive,37,43
744,Service was prompt and courteous.,Service,positive,0,7
1382,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative,34,46
1382,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef,negative,71,75
3665,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",decor,positive,67,72
1128,"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative,74,78
566,"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral,4,39
2646,"Only wine and beer are served, but the house varities are actually quite good.",wine,neutral,5,9
2646,"Only wine and beer are served, but the house varities are actually quite good.",beer,neutral,14,18
2646,"Only wine and beer are served, but the house varities are actually quite good.",house varities,positive,39,53
2646,"Only wine and beer are served, but the house varities are actually quite good.",served,negative,23,29
1576,This place must have cost the owners afortune to build.,owners,neutral,30,36
1576,This place must have cost the owners afortune to build.,cost,negative,21,25
3434,"Oh, and the complimentary pudding dessert was just enough- yummy!",pudding dessert,positive,26,41
2064,we split a tasty vegetable samosa and the malai tikka wrap.,vegetable samosa,positive,17,33
2064,we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,positive,42,58
1191,Knowledge of the chef and the waitress are below average.,chef,negative,17,21
1191,Knowledge of the chef and the waitress are below average.,waitress,negative,30,38
626,We were walking around the village and went into this place just for some drinks.,drinks,neutral,74,80
1673,Decent wine selection too.,wine selection,positive,7,21
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,negative,72,75
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative,24,31
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative,38,43
2637,I have to say I have never had a disapointing meal here.,meal,positive,46,50
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive,49,60
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,positive,65,74
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,negative,76,85
1415,"Disappointing food, lousy service.",food,negative,14,18
1415,"Disappointing food, lousy service.",service,negative,26,33
1945,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,56,60
1945,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,positive,75,82
612,great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive,56,69
612,great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,24,29
2916,"Over price, and small portions .",price,negative,5,10
2916,"Over price, and small portions .",portions,negative,22,30
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",bartender,positive,15,24
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,43,52
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive,130,159
750,The food was well prepared and the service impecable.,food,positive,4,8
750,The food was well prepared and the service impecable.,service,positive,35,42
2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,15,19
2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,positive,27,64
2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,positive,69,73
2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",cost,positive,85,89
2267,"Good, dark atmosphere and the music is a nice touch.",atmosphere,positive,11,21
2267,"Good, dark atmosphere and the music is a nice touch.",music,positive,30,35
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative,20,28
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,positive,88,95
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,56,67
2193,But the thai is definitely not great -- bland and indistinguished.,thai,negative,8,12
4,"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,52,58
4,"Great for groups, great for a date, great for early brunch or a nightcap.",nightcap,positive,64,72
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food suggestions,positive,31,47
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,server,positive,13,19
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,sommelier,positive,71,80
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive,89,97
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,150,154
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,159,165
3239,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive,63,74
3239,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",reservation,negative,25,36
1660,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,23,36
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,10,14
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,53,60
2774,Service is not what one would expect from a joint in this price category.,Service,negative,0,7
2774,Service is not what one would expect from a joint in this price category.,price category,negative,58,72
1575,Our family never expected such incredible entertainment in a restaurant.,entertainment,positive,42,55
2908,i would recommend reservations on weekends though.,reservations,neutral,18,30
1608,Great pizza for lunch place.,pizza,positive,6,11
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,conflict,4,8
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,negative,47,52
377,We were a group of 8 and well seved.,seved,positive,30,35
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,positive,4,9
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,15,29
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,31,35
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,positive,54,63
2183,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,positive,19,31
2183,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,positive,72,86
2841,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,neutral,7,11
1418,I noted it was crossed off on the bill.,bill,neutral,34,38
287,Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,13,30
287,Best dish is nori-wrapped tuna.,dish,positive,5,9
814,The food was absolutely amazing!!,food,positive,4,8
3112,Some servers make you feel like they are doing you a favor to bring you the food.,servers,negative,5,12
3112,Some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,76,80
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,28,37
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,70,74
3435,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive,59,66
664,The staff is also attentive and friendly.,staff,positive,4,9
1644,The all you can eat deal is truly amazing here.,all you can eat deal,positive,4,24
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative,49,53
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral,97,102
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative,74,80
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,negative,47,75
1822,All of the pizzas are terrific and the price is even better!,pizzas,positive,11,17
1822,All of the pizzas are terrific and the price is even better!,price,positive,39,44
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative,12,16
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,negative,21,29
1594,The food was good too.,food,positive,4,8
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,negative,31,37
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,positive,4,15
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive,43,48
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,positive,144,149
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral,57,61
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive,4,8
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive,31,48
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,53,60
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive,4,24
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,positive,57,62
3361,The rest of the menu is limited by everything is good eats.,menu,conflict,16,20
3361,The rest of the menu is limited by everything is good eats.,eats,positive,54,58
789,The menu is nothing like the one on the website.,menu,negative,4,8
782,"Great food, great lay out and awesome service.",food,positive,6,10
782,"Great food, great lay out and awesome service.",lay out,positive,18,25
782,"Great food, great lay out and awesome service.",service,positive,38,45
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,negative,12,26
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral,33,56
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral,78,82
3661,We walked in on a Wednesday night and were seated promptly.,seated,positive,43,49
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive,4,14
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,negative,4,13
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict,54,61
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive,55,59
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive,68,72
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive,42,47
132,"They have it all -- great price, food, and service.",price,positive,26,31
132,"They have it all -- great price, food, and service.",food,positive,33,37
132,"They have it all -- great price, food, and service.",service,positive,43,50
3382,"The flavors are great, and the menu is extensive.",flavors,positive,4,11
3382,"The flavors are great, and the menu is extensive.",menu,positive,31,35
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,4,8
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive,26,33
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,positive,86,94
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive,24,32
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,positive,5,10
978,The food has been consistant for years and it never lets you down.,food,positive,4,8
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,27,40
3470,"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,39,49
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative,71,79
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,84,92
1017,sometimes i get good food and ok service.,food,positive,21,25
1017,sometimes i get good food and ok service.,service,neutral,33,40
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,51,55
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,negative,57,62
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,negative,28,40
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,negative,46,53
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral,154,158
2223,The food was spicy and delicious.,food,positive,4,8
1339,Went for a late weekday lunch.,lunch,neutral,24,29
3649,Bartender was unable to tear himself away from friends at bar.,Bartender,negative,0,9
3649,Bartender was unable to tear himself away from friends at bar.,bar,neutral,58,61
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,51,55
2337,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,positive,19,34
2337,Dahkin also offers prix fixe lunch and buffet.,buffet,positive,39,45
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,conflict,13,18
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,74,78
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,87,94
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,63,69
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,74,84
1216,Great place to grab a hot bagel on the way to work.,hot bagel,positive,22,31
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,negative,29,36
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral,45,48
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,63,76
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative,90,95
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,87,93
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,53,59
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,68,72
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,77,84
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,21,24
1856,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,positive,32,48
3318,I would highly recommand requesting a table by the window.,table by the window,positive,38,57
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive,21,25
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,67,74
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,negative,76,82
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,116,123
401,"The service, however, was a bright flower in a garden.",service,positive,4,11
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,positive,66,70
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive,4,8
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",food,neutral,67,71
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,positive,13,21
1381,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,10,20
1381,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,positive,94,100
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive,18,28
3658,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,positive,69,74
1840,The location is perfect.,location,positive,4,12
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,positive,0,26
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,61,66
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,negative,100,106
2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,131,136
3536,The lunch special is an asbolute steal.,lunch special,positive,4,17
1363,This food is asian-air fusion.,food,neutral,5,9
1065,Nothing fancy but really good food with pretty reasonable price.,food,positive,30,34
1065,Nothing fancy but really good food with pretty reasonable price.,price,positive,58,63
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,positive,0,19
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,positive,39,51
2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,81,88
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,positive,24,28
2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,positive,37,45
558,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,conflict,24,33
1099,Once for dinner and once for brunch.,dinner,neutral,9,15
1099,Once for dinner and once for brunch.,brunch,neutral,29,35
2042,Not worth the prices.,prices,negative,14,20
1114,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,positive,80,85
233,Service was good and food is wonderful.,Service,positive,0,7
233,Service was good and food is wonderful.,food,positive,21,25
3276,She gets 10 for her excellent service and advice.,service,positive,30,37
960,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,positive,111,115
3555,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,15,33
2477,And I say snacking because it really is not set up to be a proper dinner.,dinner,negative,66,72
2477,And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,10,18
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,positive,4,19
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive,65,74
696,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,38,42
62,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,34,47
62,(Always ask the bartender for the SEASONAL beer!!!,bartender,neutral,16,25
768,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive,35,43
3636,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral,82,86
3695,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,conflict,0,10
211,Service and food is what any one would expect when spending that type of money.,Service,neutral,0,7
211,Service and food is what any one would expect when spending that type of money.,food,neutral,12,16
524,LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,9,19
801,Every course was better than the next.,course,positive,6,12
266,The staff is incredibly helpful and attentive.,staff,positive,4,9
1986,"If presentation and service is your thing, then this magic show works.",service,positive,20,27
1240,"Apparently, the good cook works then.",cook,positive,21,25
1787,The Yellowtail was particularly good as well.,Yellowtail,positive,4,14
2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive,6,20
2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,37,120
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,negative,4,8
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,negative,18,26
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,negative,60,71
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,102,119
2485,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative,127,133
2412,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,positive,39,43
2647,Patroon features a nice cigar bar and has great staff.,cigar bar,positive,24,33
2647,Patroon features a nice cigar bar and has great staff.,staff,positive,48,53
714,Very affordable and excellent ambient!,ambient,positive,30,37
3002,"More important, the sushi rivals the best in Tokyo.",sushi,positive,20,25
2616,I have never had cheescake like this.,cheescake,positive,17,26
2969,"Bill a little high, but worth it.",Bill,conflict,0,4
2410,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,negative,45,53
3206,Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,33,45
837,Why do people rave about the ambience.,ambience,negative,29,37
1244,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,40,45
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,positive,0,13
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive,28,51
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,57,73
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive,98,102
348,Great sushi experience.,sushi,positive,6,11
1956,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,positive,30,34
1956,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive,47,52
2039,They charge $6.00 for rice.,rice,negative,22,26
2990,My steak au poivre was one of the worst I've had.,steak au poivre,negative,3,18
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive,14,19
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,positive,73,81
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive,4,9
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,8,14
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive,103,108
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,positive,23,71
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,positive,49,61
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,positive,63,75
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,80,87
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,negative,13,19
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,4,8
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,31,37
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,positive,21,27
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive,46,55
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,conflict,13,17
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,117,128
811,The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,4,9
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,80,84
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,94,99
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,conflict,12,17
3493,"Ambience is delightful, service impeccable.",Ambience,positive,0,8
3493,"Ambience is delightful, service impeccable.",service,positive,24,31
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,0,7
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,31,33
3236,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive,27,33
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,24,29
300,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,40,51
2334,Although be warned their dinner menu to sit and take out prices are different.,prices,neutral,57,63
2334,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,25,43
2334,Although be warned their dinner menu to sit and take out prices are different.,take out,neutral,48,56
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,positive,4,9
