id,Sentence,Aspect Term,polarity,from,to
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,negative,18,26
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,neutral,43,52
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,negative,64,73
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,negative,97,107
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,negative,108,111
12,For the [$] price (special offer) this is a great laptop.,price,positive,12,17
986,the manufacturer's warranty only covers replacement/repair of parts.,warranty,negative,19,27
61,What I'd like is for the laptop to run well without having to purchase additional memory.,memory,negative,82,88
61,What I'd like is for the laptop to run well without having to purchase additional memory.,run,neutral,35,38
2463,It works exactly like it did the day I took it out of the box.,works,positive,3,8
2487,"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,positive,43,71
2487,"It is fast booting up , shutting down, and connection with the internet.",booting up,positive,11,21
2487,"It is fast booting up , shutting down, and connection with the internet.",shutting down,positive,24,37
1638,The battery life is great.,battery life,positive,4,16
3082,This is not a serious gaming laptop or a serious media machine;,gaming,negative,22,28
1909,  They replaced my hard drive as well as my mother board.,hard drive,neutral,19,29
1909,  They replaced my hard drive as well as my mother board.,mother board,neutral,44,56
2512,There is nothing to complain about the system.,system,positive,39,45
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,positive,26,29
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,features,positive,50,58
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,use,positive,74,77
405,"Now the screen is going darker, darker, darker.",screen,negative,8,14
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative,46,50
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,negative,105,113
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative,141,145
2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,neutral,0,8
2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,neutral,21,30
793,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,negative,80,93
956,"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,negative,46,53
2516,Great pick for portability and affordability.,portability,positive,15,26
2516,Great pick for portability and affordability.,affordability,positive,31,44
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,positive,34,40
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,positive,50,77
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,positive,60,74
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,positive,46,51
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,neutral,88,99
1329,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive,65,74
2338,I take it everywhere with me because it's so easy to carry.,carry,positive,53,58
2948,The only thing is that the battery won't last more than 1/2 an hour.,battery,negative,27,34
2027,The first fell apart right after the 1-year-warranty.,1-year-warranty,neutral,37,52
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word,conflict,14,18
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive,240,254
684,The keyboard has a wonderful nature feel.,keyboard,positive,4,12
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral,63,70
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,neutral,76,85
2762,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,negative,4,11
2762,The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,positive,54,61
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,neutral,39,56
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,neutral,111,119
1046,I have no idea how this could have even gotten past quality control during production.,quality control,negative,52,67
735,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,negative,95,106
2821,"Oh yea, has no numeric pad on the side.",numeric pad,negative,15,26
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,negative,4,27
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",construction quality,negative,63,83
1327,But the arm velcro is torn after one use.,arm velcro,negative,8,18
1639,The software is amazing.,software,positive,4,12
1288,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative,84,87
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM,positive,4,15
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",Windows 7,positive,39,48
2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,positive,75,83
26,"The battery life is amazing, the versitility is outstanding.",battery life,positive,4,16
26,"The battery life is amazing, the versitility is outstanding.",versitility,positive,33,44
1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,15,21
264,Vista is a nightmare.,Vista,negative,0,5
2214,The program came with the computer and works beautifully.,program,positive,4,11
2806,"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,negative,4,16
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive,52,58
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,positive,63,70
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,neutral,177,185
1237,The So called laptop Runs to Slow and I hate it!,Runs,negative,21,25
359,Charger seems large for this class of computer.,Charger,negative,0,7
2690,I dislike the quality and the placement of the speakers.,speakers,negative,47,55
2713,"The screen graphics and clarity, and sharpness are great.",screen graphics,positive,4,19
2713,"The screen graphics and clarity, and sharpness are great.",clarity,positive,24,31
2713,"The screen graphics and clarity, and sharpness are great.",sharpness,positive,37,46
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,positive,12,28
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,neutral,129,140
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,neutral,91,105
2348,The unibody design is edgy and durable.,unibody design,positive,4,18
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,negative,8,18
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,neutral,45,62
2860,"But, for the cost this is a winner.",cost,positive,13,17
91,Later it held zero charge and its replacement worked for less than three months.,charge,negative,19,25
817,"  Also, the battery does not last very long at all.",battery,negative,12,19
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,conflict,57,65
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,negative,93,101
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,neutral,33,38
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,neutral,39,47
1139,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative,44,52
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive,7,18
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive,84,89
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,positive,40,43
1067,Unless you need the Bluetooth 3.,Bluetooth 3,neutral,20,31
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative,104,112
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,negative,122,131
1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative,59,78
293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative,40,59
2386,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,negative,28,45
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive,36,49
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,positive,54,59
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive,144,154
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive,88,92
1610,My macbook is so much better looking and so thin!,looking,positive,29,36
2292,The ease of use is wonderful.,use,positive,12,15
2596,This system came loaded with Windows 7 Starter.,Windows 7 Starter,neutral,29,46
614,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative,6,18
171,The battery gets so HOT it is scary.,battery,negative,4,11
2753,Best thing is I can use existing 32 bit old programs.,programs,positive,44,52
3,It's so nice to look at and the keys are easy to type with.,keys,positive,32,36
3,It's so nice to look at and the keys are easy to type with.,look,positive,16,20
1641,I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative,46,53
2814,The only thing I would change about it is the mouse keys.,mouse keys,negative,46,56
43,"It is absolutely horrible to use, despite all its so called advanced features.",features,negative,69,77
43,"It is absolutely horrible to use, despite all its so called advanced features.",use,negative,29,32
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,neutral,72,79
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",Windows 7 Ultimate,neutral,24,42
2996,I have to keep turning it until it decides to lower and there is no mute.,mute,negative,68,72
3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive,36,54
1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral,86,94
2368,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,positive,30,33
2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive,50,58
1613,"Also, macbooks come with much more features which are so cool!",features,positive,35,43
510,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,neutral,16,43
2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive,30,50
2563,Getting the Apple Care plan is a must.,Apple Care plan,positive,12,27
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral,130,138
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,neutral,107,118
1432,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,neutral,36,44
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive,25,34
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive,41,47
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,positive,62,72
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,positive,117,124
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive,132,138
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,positive,155,163
2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative,25,32
2211,The graphics on this computer are also stellar - very clear and vivid.,graphics,positive,4,12
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative,15,29
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,negative,44,56
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,negative,68,74
1633,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,positive,14,21
1351,I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative,26,37
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,positive,87,95
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,positive,13,18
2723,"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,positive,0,8
2723,"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,positive,30,49
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,negative,10,24
1082,Sony parts reliability and quality of service is recenlty the worst.,service,negative,38,45
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative,38,54
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,negative,103,115
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,neutral,31,39
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral,48,59
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,neutral,150,158
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,positive,4,10
223,It just works flawlessly!,works,positive,8,13
1332,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,negative,145,159
846,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative,123,127
1455,  also the battery is completely shot.,battery,negative,11,18
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive,10,24
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,positive,38,50
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,positive,73,91
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,positive,64,71
969,The biggest problem is that the box had no instructions in it.,instructions,negative,43,55
145,"But after using it a couple of weeks, the overall operation is poor.",operation,negative,50,59
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive,55,60
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,positive,67,72
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,positive,77,82
2812,Screen is crystal clear and the system is very responsive.,Screen,positive,0,6
2812,Screen is crystal clear and the system is very responsive.,system,positive,32,38
2899,I will stack it up against laptops that cost twice as much any day.,cost,conflict,40,44
1028,Or the cursor would show up some place else.,cursor,negative,7,13
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral,54,62
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,positive,14,21
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,neutral,67,74
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,negative,34,41
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,negative,89,99
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,negative,72,82
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,4,13
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,148,157
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative,44,54
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative,167,172
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,neutral,242,247
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,negative,66,76
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,negative,32,55
1876,I already have a HP laptop I bought last year that's standard size.,size,neutral,62,66
2992,Battery is not upgradable to a longer life battery.,Battery,negative,0,7
2992,Battery is not upgradable to a longer life battery.,battery,negative,43,50
559,apple has a reputation and is well known for its easy usage.,usage,positive,54,59
1888,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative,91,104
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,positive,52,58
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,positive,121,130
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,neutral,89,98
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,neutral,138,147
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",neutral,25,36
374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive,9,17
374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,positive,27,35
374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,positive,47,57
374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,positive,76,94
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,neutral,0,6
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,neutral,8,16
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive,113,119
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive,132,155
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive,165,182
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,neutral,22,27
79,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OS,conflict,4,6
79,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,neutral,59,66
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,neutral,17,22
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,neutral,47,55
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,neutral,121,137
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,neutral,60,75
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,neutral,77,89
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,neutral,95,108
1694,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive,52,56
174,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral,93,101
2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,20,36
2751,Good monitor and performed well.,monitor,positive,5,12
2751,Good monitor and performed well.,performed,positive,17,26
2524,It was secure and easy to navigate.,navigate,positive,26,34
1598,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,positive,144,158
267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,neutral,18,31
267,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,negative,36,40
2182,They are by far the easiest systems to actually learn about computers with.,systems,positive,28,35
561,this apple navigates you thru the unexplored world of the internet.,internet,neutral,58,66
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",video card,conflict,4,14
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive,57,63
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,positive,28,33
100,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,neutral,25,40
1444,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative,73,86
1796,Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative,95,104
753,Took several hours with customer support before I could even start the PC out of the box.,customer support,negative,24,40
411,Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,5,23
411,Asus facial recognition doesn't work and windows logon isn't either.,windows logon,negative,41,54
988,Windows Vista makes this computer almost unusable for online service.,Windows Vista,negative,0,13
988,Windows Vista makes this computer almost unusable for online service.,online service,negative,54,68
1071,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,45,58
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral,49,55
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,neutral,64,72
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,positive,120,125
2701,Can listen to my music and watch my videos with ease and with a great display.,display,positive,70,77
2968,"Otherwise, all other features are a 1",features,neutral,21,29
1723,The performance is awesome.,performance,positive,4,15
286,The display is beyond horrible.,display,negative,4,11
1411,There is hardly any memory on the computer's hard drive.,memory,negative,20,26
1411,There is hardly any memory on the computer's hard drive.,hard drive,negative,45,55
1956,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,negative,68,73
1469,"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral,23,27
2833,the laptop preformed pretty well.,preformed,positive,11,20
298,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral,98,104
1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,48,58
1810,"The minute you fire it up it's all good, very easy user interface.",user interface,positive,51,65
1419,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,168,176
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,12,16
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,20,27
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,127,134
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,20,30
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,35,42
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive,23,29
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive,38,43
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral,66,81
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral,41,48
1391,the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,4,13
1391,the mouse pad and buttons are the worst i've ever seen.,buttons,negative,18,25
2257,Awesome graphics!,graphics,positive,8,16
2617,It really is perfect for work and play.,play,positive,34,38
2617,It really is perfect for work and play.,work,positive,25,29
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,negative,73,91
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative,119,123
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative,129,134
2674,One drawback I noticed was sound quality via USB.,sound quality via USB,negative,27,48
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative,4,16
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative,132,140
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",extended life battery,conflict,62,83
1534,"I have had another Mac, but it got slow due to an older operating system.",operating system,negative,56,72
105,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,negative,48,66
105,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,negative,75,85
